name,referentNumber,nameSection,webpageUrl,adressSection,type,address,city
LUMA Group B.V.,65740610,"Luma Group B.V. 5.0  (2) 
Human resource consulting in Uden, Netherlands",/url?q=http://www.lumagroup.nl/&sa=U&ved=2ahUKEwjX78yep-j9AhVolGoFHQyoCsUQgU96BAgKEAQ&usg=AOvVaw2Zw1C8ZYAwWZdlXSYBEnyk,"Address: Verlengde Velmolen 5, 5406 NT Uden, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 413 356 094",Human resource consult,"Verlengde Velmolen 5, 5406 NT Uden",Uden
Lukkien B.V.,9064424,"LUKKIEN 4.5  (87) 
Media house in Ede, Netherlands",/url?q=http://www.lukkien.com/&sa=U&ved=2ahUKEwiOkNucp-j9AhV4k2oFHZJnBjkQgU96BAgLEAQ&usg=AOvVaw3ofmBeIjvE0vPIAHVkIQf_,"Address: Copernicuslaan 15, 6716 BM Ede, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 318 698 000",Media house,"Copernicuslaan 15, 6716 BM Ede",Ede
Ludvig Svensson B.V.,24270654,"Ludvig Svensson B.V. Climate Screens 4.2  (14) 
Corporate office",/url?q=http://www.ludvigsvensson.com/nl-climatescreens&sa=U&ved=2ahUKEwi_mtabp-j9AhX9lmoFHSNeDdMQgU96BAgKEAQ&usg=AOvVaw1sYej6MFQJPZEhPEk3vbC9,"Address: Marconiweg 2, 3225 LV Hellevoetsluis, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 181 392 666",Corporate office,"Marconiweg 2, 3225 LV Hellevoetsluis",Hellevoetsluis
Lucy Software B.V.,30194420,"LUCY Industrial Management Solutions 5.0  (1) 
Software company in Utrecht, Netherlands",/url?q=https://www.lucy-ims.com/&sa=U&ved=2ahUKEwiGhY6bp-j9AhWNkmoFHZwEBp4QgU96BAgLEAQ&usg=AOvVaw3tDT5wmzYFizuxhu4iUaMT,"Address: Niasstraat 1, 3531 WR Utrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 30 262 7186",Software company,"Niasstraat 1, 3531 WR Utrecht",Utrecht
Lucky Kat B.V.,63892030,"Lucky Kat Studios 5.0  (5) 
Corporate office",/url?q=https://www.lucky-kat.com/&sa=U&ved=2ahUKEwja3teap-j9AhWZk2oFHZQ9A10QgU96BAgLEAQ&usg=AOvVaw3amIw55ts-GMXQebQh7my8,"Address: Binckhorstlaan 36, 2516 BE Den Haag, NetherlandsHours: Closed ⋅ Opens 9 AM Mon",Corporate office,"Binckhorstlaan 36, 2516 BE Den Haag",Haag
LT Foods Europe B.V.,66787726,"LT Foods Europe B.V. 3.4  (63) 
Food manufacturing supply",/url?q=https://www.daawat.com/&sa=U&ved=2ahUKEwi-2fqWp-j9AhXJlWoFHYHaCL0QgU96BAgLEAQ&usg=AOvVaw1lVpOna8Q3CE5irYyhpjQy,"Address: 42-50, Bosporusstraat, 3199 LJ Maasvlakte Rotterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 88 308 0203",Food manufactur,"42-50, Bosporusstraat, 3199 LJ Maasvlakte Rotterdam",Rotterdam
LSI - Netherlands B.V.,61284912,"Jack Link's LSI Netherlands B.V 3.0  (2) 
Food products supplier",/url?q=http://www.jacklinks.eu/&sa=U&ved=2ahUKEwjgqMuWp-j9AhULlmoFHVxdBBQQgU96BAgLEAQ&usg=AOvVaw29eFwML2R367LavxxwwJ2W,"Address: Moermanskkade 101, 1013 BC Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 723 7800",Food products supplier,"Moermanskkade 101, 1013 BC Amsterdam",Amsterdam
LS ELECTRIC Europe B.V.,34359767,"LS ELECTRIC Europe B.V. 4.8  (5) 
Corporate office",/url?q=https://www.ls-electric.com/&sa=U&ved=2ahUKEwiVlJaWp-j9AhVPnWoFHe93DEYQgU96BAgMEAQ&usg=AOvVaw1EsH3qWXG08xTYL1sKmdnx,"Address: Capellalaan 127, 2132 JM Hoofddorp, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 654 1420",Corporate office,"Capellalaan 127, 2132 JM Hoofddorp",Hoofddorp
Loyal Cargo Services B.V.,71842764,"Loyal Cargo Services B.V. 4.7  (12) 
Freight forwarding service in Hoofddorp, Netherlands",/url?q=http://www.loyalcargoservices.com/&sa=U&ved=2ahUKEwij-fmTp-j9AhWSmmoFHV3JCosQgU96BAgKEAQ&usg=AOvVaw08Tg2P5XbjtfGAIAxxPrMm,"Address: Rijnlanderweg 766J, 2132 NM Hoofddorp, NetherlandsPhone: +31 20 227 2830",Freight forward,"Rijnlanderweg 766J, 2132 NM Hoofddorp",Hoofddorp
Loxodon B.V.,56428731,"Loxodon B.V. 5.0  (1) 
Software company in 's-Hertogenbosch, Netherlands",/url?q=http://www.loxodon.eu/&sa=U&ved=2ahUKEwisrsGTp-j9AhX7mWoFHcroBBMQgU96BAgKEAQ&usg=AOvVaw0YXn-kQTSHm2Btd1wDhwbG,"Address: Emmaplein 4, 5211 VW 's-Hertogenbosch, NetherlandsPhone: +31 73 690 9445",Software company,"Emmaplein 4, 5211 VW 's-Hertogenbosch",'s-Hertogenbosch
Lovink Enertech B.V.,9100466,"Lovink Enertech B.V. 4.8  (5) 
Electronics manufacturer in Silvolde, Netherlands",/url?q=http://www.lovink-enertech.com/&sa=U&ved=2ahUKEwiqjdmRp-j9AhUAkWoFHTc7BwIQgU96BAgKEAQ&usg=AOvVaw0P5gVNN_bdMmEzT1N98oLS,"Address: Lovinkweg 3, 7061 DT Terborg, NetherlandsPhone: +31 315 335 600",Electronics manufacturer,"Lovinkweg 3, 7061 DT Terborg",Terborg
L'Oreal Nederland B.V.,32025040,"L'Or�al Nederland BV 4.1  (30) 
Logistics service in Alphen aan den Rijn, Netherlands",/url?q=http://www.loreal.com/&sa=U&ved=2ahUKEwiMgYGQp-j9AhXSk2oFHXRBBqgQgU96BAgMEAQ&usg=AOvVaw2mWKCTPEZDusuUZCTjOBC8,"Address: Boerhaaveweg 10, 2408 AD Alphen aan den Rijn, Netherlands",Logistics service,"Boerhaaveweg 10, 2408 AD Alphen aan den Rijn",Rijn
Loparex B.V.,8094474,"Loparex BV 3.9  (9) 
Manufacturer in Apeldoorn, Netherlands",/url?q=http://www.loparex.com/&sa=U&ved=2ahUKEwjE_sePp-j9AhXgmWoFHUoHAxkQgU96BAgKEAQ&usg=AOvVaw0zqu24WlbSXEYj9sk65ze6,"Address: Laan van Westenenk 45, 7336 AZ Apeldoorn, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 55 527 6999",Manufacturer,"Laan van Westenenk 45, 7336 AZ Apeldoorn",Apeldoorn
Loos van Vliet B.V.,54081688,"Atelier Loos van Vliet 5.0  (1) 
Landscape architect in Haarlem, Netherlands",/url?q=http://www.loosvanvliet.nl/&sa=U&ved=2ahUKEwi14dSOp-j9AhXClGoFHcqxCQgQgU96BAgLEAQ&usg=AOvVaw3sUdgqHCuN6bzpOxEOcNcO,"Address: Kinderhuissingel 4U, 2013 AS Haarlem, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 23 531 0007",Landscape architect,"Kinderhuissingel 4U, 2013 AS Haarlem",Haarlem
Lonza Netherlands B.V.,14083599,"Lonza Netherlands B.V., Geleen 4.5  (15) 
Pharmaceutical company in Geleen, Netherlands",,"Address: Urmonderbaan 20-B, 6167 RD Geleen, NetherlandsPhone: +31 43 350 9910",Pharmaceutical company,"Urmonderbaan 20-B, 6167 RD Geleen",Geleen
Lone Rooftop B.V.,61310441,"Lone Rooftop 4.7  (3) 
Software company in Amsterdam, Netherlands",,"Address: Jozef Isra�lskade 46B, 1072 SB Amsterdam, Netherlands",Software company,"Jozef Isra�lskade 46B, 1072 SB Amsterdam",Amsterdam
Lola Landscape Architects,78581958,"LOLA landscape architects 4.8  (4) 
Landscape architect in Rotterdam, Netherlands",/url?q=http://lola.land/&sa=U&ved=2ahUKEwjP_pGLp-j9AhXQk2oFHdUcBP8QgU96BAgKEAQ&usg=AOvVaw2XgoGNBrnnEI_u4h952vj7,"Address: Goudsesingel 92, 3011 KD Rotterdam, NetherlandsPhone: +31 10 414 1368",Landscape architect,"Goudsesingel 92, 3011 KD Rotterdam",Rotterdam
Logoplaste Elst B.V.,24414589,"Logoplaste Elst B.V. 3.8  (10) 
Plastic fabrication company in Elst, Gelderland, Netherlands",/url?q=https://www.logoplaste.com/&sa=U&ved=2ahUKEwiklLWKp-j9AhVumGoFHTTPAUAQgU96BAgMEAQ&usg=AOvVaw1l8nHj6EM8oHw60fHisUpe,"Address: Manege 15, 6662 WC Elst, Netherlands",Plastic fabrication company,"Manege 15, 6662 WC Elst",Elst
Logistic Business Partners (Rotterdam) B.V.,29039799,"Logistic Business Partners Rotterdam B.V. 4.2  (278) 
Freight forwarding service in Maasdijk, Westland, Netherlands",/url?q=http://www.lbp.net/&sa=U&ved=2ahUKEwjJ15qIp-j9AhUdl2oFHT70BgMQgU96BAgLEAQ&usg=AOvVaw36tz7Re3XefxtS0l3u-uf0,"Address: Honderdland 50, 2676 LS Maasdijk, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 174 530 530",Freight forward,"Honderdland 50, 2676 LS Maasdijk",Maasdijk
Logiqs B.V.,61203785,"Logiqs B.V. 5.0  (14) 
Industrial equipment supplier in Maasdijk, Westland, Netherlands",/url?q=https://www.logiqs.nl/&sa=U&ved=2ahUKEwjC9aWHp-j9AhXnmGoFHeTjBOsQgU96BAgLEAQ&usg=AOvVaw3j8m6wZkbr_UyFjqu7ctxV,"Address: Honderdland 841, 2676 LV Maasdijk, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 174 514 141",Industrial equipment supplier,"Honderdland 841, 2676 LV Maasdijk",Maasdijk
Logic8 B.V.,30172648,"EyeQuestion Software (Logic8 B.V.) 4.7  (6) 
Software company in Elst, Gelderland, Netherlands",/url?q=https://eyequestion.nl/&sa=U&ved=2ahUKEwiezruGp-j9AhWZmmoFHWywCJAQgU96BAgLEAQ&usg=AOvVaw233gzsK9730ii987VhyqOq,"Address: Nieuwe Aamsestraat 90D, 6662 NK Elst, NetherlandsHours: Open 24 hoursPhone: +31 481 350 370",Software company,"Nieuwe Aamsestraat 90D, 6662 NK Elst",Elst
LOGEX B.V.,51459353,"LOGEX B.V. 4.8  (8) 
Software company in Amsterdam, Netherlands",/url?q=https://www.logex.com/&sa=U&ved=2ahUKEwigsoyGp-j9AhWHl2oFHf6TDlwQgU96BAgMEAQ&usg=AOvVaw3sh_eBHcWEMIp4H-dOhBOl,"Address: Claude Debussylaan 88, 1082 MD Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 308 4000",Software company,"Claude Debussylaan 88, 1082 MD Amsterdam",Amsterdam
LODEWIJK BALJON landschapsarchitecten B.V.,34154157,"Lodewijk Baljon Tuin- en Landschapsarchitecten B.V. 5.0  (2) 
Landscape architect in Amsterdam, Netherlands",/url?q=http://www.baljon.nl/&sa=U&ved=2ahUKEwi_uteFp-j9AhVVmGoFHdqwD6oQgU96BAgKEAQ&usg=AOvVaw3NNDe-TXf3ya2QIx6hn7mt,"Address: Cruquiusweg 10, 1019 AT Amsterdam, NetherlandsPhone: +31 20 625 8835",Landscape architect,"Cruquiusweg 10, 1019 AT Amsterdam",Amsterdam
Lloyd's Register EMEA,24350455,"Lloyd's Register 4.3  (19) 
Occupational safety and health in Rotterdam, Netherlands",/url?q=https://www.lr.org/&sa=U&ved=2ahUKEwiS4MaBp-j9AhXFmmoFHdA0D6YQgU96BAgMEAQ&usg=AOvVaw0tEDcnr7eDFYTDue5ObdAq,"Address: George Hintzenweg 77, 3068 AX Rotterdam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 10 250 0500",Occupational safety and health,"George Hintzenweg 77, 3068 AX Rotterdam",Rotterdam
Livework Netherlands B.V.,65582845,"Livework studio Rotterdam - Service Design 5.0  (1) 
Business management consultant in Rotterdam, Netherlands",/url?q=https://www.liveworkstudio.com/&sa=U&ved=2ahUKEwiU0N3_puj9AhVDl2oFHRNsAfIQgU96BAgLEAQ&usg=AOvVaw0W3kxzAtkSp_83RIYbAOnV,"Address: Hofplein 20, Spaces, 7th floor, 3032 AC Rotterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 10 465 4344",Bus,"Hofplein 20, Spaces, 7th floor, 3032 AC Rotterdam",Rotterdam
LiveWall Group B.V.,66276721,"LiveWall Group BV 5.0  (15) 
Software company in Tilburg, Netherlands",/url?q=https://www.livewall.nl/&sa=U&ved=2ahUKEwiC_qn_puj9AhUMlWoFHXM5CekQgU96BAgKEAQ&usg=AOvVaw2s_IZeB71jFXqrY43Elx_f,"Address: Stationsstraat 5, 5038 EA Tilburg, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 13 711 3708",Software company,"Stationsstraat 5, 5038 EA Tilburg",Tilburg
LiveRamp Netherlands B.V.,68312210,"LiveRamp Netherlands B.V. 5.0  (1) 
Software company in Amsterdam, Netherlands",/url?q=https://www.liveramp.com/&sa=U&ved=2ahUKEwiXheH-puj9AhVZkWoFHS-DAUEQgU96BAgMEAQ&usg=AOvVaw3Eghn8jHGZXmkwHe0bTOkL,"Address: Reguliersdwarsstraat 108, 1017 BN Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 210 1216",Software company,"Reguliersdwarsstraat 108, 1017 BN Amsterdam",Amsterdam
LiveCom Group B.V.,34221158,"Livecom BV 5.0  (1) 
Software company in Veenendaal, Netherlands",/url?q=http://www.livecom.com/&sa=U&ved=2ahUKEwiI28j9puj9AhVckWoFHaIgA3MQgU96BAgLEAQ&usg=AOvVaw2qXvvi7HPvRjngS47qc5wd,"Address: Vendelier 61-A, 3905 PD Veenendaal, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 88 233 4000",Software company,"Vendelier 61-A, 3905 PD Veenendaal",Veenendaal
LioniX International B.V.,65714547,"LioniX International 5.0  (18) 
Research and product development in Enschede, Netherlands",/url?q=https://www.lionix-international.com/&sa=U&ved=2ahUKEwjgyLj4puj9AhWCl2oFHT40DuQQgU96BAgLEAQ&usg=AOvVaw244CDTr6ZEfFQ6UCNA3ry2,"Address: Hengelosestraat 500, 7521 AN Enschede, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 53 203 0053",Research and product development,"Hengelosestraat 500, 7521 AN Enschede",Enschede
Linxens (the Netherlands) B.V.,10041575,"NedCard B.V. 4.8  (9) 
Corporate office",,"Address: Bijsterhuizen 2529, 6604 LM Wijchen, Netherlands",Corporate office,"Bijsterhuizen 2529, 6604 LM Wijchen",Wijchen
Linx IT Solutions,34169234,"Linx IT Solutions bv 5.0  (5) 
Software company in Amsterdam, Netherlands",/url?q=http://www.linx-itsolutions.nl/&sa=U&ved=2ahUKEwj2wrH3puj9AhXfl2oFHVhFBR8QgU96BAgLEAQ&usg=AOvVaw0oLvhwbpERnnnVmYSdIWCB,"Address: Pampuslaan 76- 82, 1382 JR Weesp, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 294 465 000",Software company,"Pampuslaan 76- 82, 1382 JR Weesp",Weesp
Linkthings B.V.,66519535,"LinkThings B.V. 5.0  (1) 
Software company in Poeldijk, Netherlands",/url?q=https://www.linkthings.com/&sa=U&ved=2ahUKEwi285j2puj9AhXSk2oFHUghBSsQgU96BAgKEAQ&usg=AOvVaw01cwxUwFkZlEYJyicvqeg0,"Address: ABC Westland 113, 2685 DB Poeldijk, NetherlandsHours: Closed ⋅ Opens 6 AM MonPhone: +31 6 30323535",Software company,"ABC Westland 113, 2685 DB Poeldijk",Poeldijk
Linklaters LLP,34367130,"Linklaters LLP 5.0  (2) 
Legal services in Amsterdam, Netherlands",/url?q=https://www.linklaters.com/en/locations/netherlands&sa=U&ved=2ahUKEwi1tuD1puj9AhX1nGoFHc_EAbAQgU96BAgMEAQ&usg=AOvVaw1cCT443itvvRYbbpdmAl97,"Address: Zuidplein 180, 1077 XV Amsterdam, NetherlandsPhone: +31 20 799 6200",Legal services,"Zuidplein 180, 1077 XV Amsterdam",Amsterdam
LINKIT B.V.,30146769,"LINKIT BV 4.6  (14) 
Computer consultant in Utrecht, Netherlands",/url?q=http://www.linkit.nl/&sa=U&ved=2ahUKEwj1saT1puj9AhVvnWoFHarDDUAQgU96BAgLEAQ&usg=AOvVaw2u6OCtmIjpJa-8w5gB0V9j,"Address: Rijnzathe 9, 3454 PV Utrecht, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 30 265 0265",Computer consultant,"Rijnzathe 9, 3454 PV Utrecht",Utrecht
Link Inspection (Europe) B.V.,63737264,"Link Inspection (Europe) B.V. 5.0  (2) 
Quantity surveyor in Amsterdam, Netherlands",/url?q=http://www.linkeurope.net/&sa=U&ved=2ahUKEwj5n7D0puj9AhXymGoFHfE3BzgQgU96BAgKEAQ&usg=AOvVaw1PsQ5brGPwh6UC1oM5tMz0,"Address: Pier Azi� 8, 1013 BT Amsterdam, NetherlandsHours: Open 24 hoursPhone: +31 20 303 3434",Quantity surveyor,"Pier Azi� 8, 1013 BT Amsterdam",Amsterdam
Linde Gas Benelux B.V.,24269483,"Linde Gas Benelux - Schiedam 3.7  (19) 
Gas company in Schiedam, Netherlands",/url?q=https://linde-gas.nl/&sa=U&ved=2ahUKEwjDtsjxpuj9AhVYl2oFHXqiC28QgU96BAgMEAQ&usg=AOvVaw33fVMTfrnodgiGLbPXi9hK,"Address: Havenstraat 23, 3115 HC Schiedam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 88 262 6262",Gas company,"Havenstraat 23, 3115 HC Schiedam",Schiedam
Lincoln Electric Europe B.V.,10028433,"Lincoln Smitweld 4.6  (5) 
Holding company in Nijmegen, Netherlands",/url?q=http://www.lincolnelectric.com/&sa=U&ved=2ahUKEwj1gojxpuj9AhV4k2oFHZJnBjkQgU96BAgMEAQ&usg=AOvVaw2xJoSXPHrPvpUZTmNwrOzq,"Address: Nieuwe Dukenburgseweg 20, 6534 AD Nijmegen, NetherlandsHours: Closed ⋅ Opens 7:30 AM MonPhone: +31 24 352 2911",Hold,"Nieuwe Dukenburgseweg 20, 6534 AD Nijmegen",Nijmegen
Lime Network B.V.,72024100,"Lime Networks B.V. 4.8  (6) 
Computer consultant in Rotterdam, Netherlands",/url?q=http://www.limenetworks.nl/&sa=U&ved=2ahUKEwj7_9nvpuj9AhVWk2oFHRC8ABwQgU96BAgLEAQ&usg=AOvVaw2a9LXwoyrnSQyo4w0iCokM,"Address: Bahialaan 600a, 3065 WC Rotterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 10 212 1806",Computer consultant,"Bahialaan 600a, 3065 WC Rotterdam",Rotterdam
Limagrain Nederland B.V.,22000154,"Limagrain Netherlands B.V. 4.7  (34) 
Corporate office",/url?q=https://www.lgseeds.nl/&sa=U&ved=2ahUKEwj82tnupuj9AhWXkWoFHUOwDWcQgU96BAgLEAQ&usg=AOvVaw0N_UAQAPNHP8uek-7Nl-tW,"Address: Van der Haveweg 2, 4411 RB Rilland, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 113 557 100",Corporate office,"Van der Haveweg 2, 4411 RB Rilland",Rilland
Lijfkracht B.V.,59430729,"Lijfkracht Wormer 4.7  (82) 
Gym in Wormer, Netherlands",/url?q=http://www.lijf-kracht.nl/%3Futm_source%3DGoogle%2520Mijn%2520Bedrijf%26utm_medium%3DURL%26utm_campaign%3DWebsite&sa=U&ved=2ahUKEwipz6Scpej9AhXnnGoFHRfvD5QQgU96BAgLEAQ&usg=AOvVaw2ur8Bc-GUcVV4YVn0j9CGY,"Address: Veerdijk 39, 1531 MS Wormer, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 75 888 1888",Gym,"Veerdijk 39, 1531 MS Wormer",Wormer
Ligo B.V.,63699060,"Ligo 4.5  (744) 
Conveyancer in Amsterdam, Netherlands",/url?q=https://www.ligo.nl/&sa=U&ved=2ahUKEwjAtOabpej9AhVRk2oFHfySBSQQgU96BAgMEAQ&usg=AOvVaw36ZFvSKgOjnQLeUHp22C6g,"Address: Schipluidenlaan 4, 1062 HE Amsterdam, NetherlandsHours: Open ⋅ Closes 6 PMPhone: +31 20 303 1043",Conveyancer,"Schipluidenlaan 4, 1062 HE Amsterdam",Amsterdam
Lifetri Uitvaartverzekeringen N.V.,69933332,"Lifetri 4.3  (352) 
Insurance company in Maarssen, Netherlands",/url?q=http://www.lifetri.nl/&sa=U&ved=2ahUKEwiuvrmXpej9AhWXmGoFHdJBBzQQgU96BAgLEAQ&usg=AOvVaw1Sz66CZLGAhjfXKgBF4s8C,"Address: Bisonspoor 3002, D301, 3605 LT Maarssen, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 020 8909",Insurance company,"Bisonspoor 3002, D301, 3605 LT Maarssen",Maarssen
Lifely B.V.,66180074,"Lifely 4.9  (12) 
Software company in Amsterdam, Netherlands",/url?q=http://www.lifely.nl/&sa=U&ved=2ahUKEwi_gLGWpej9AhUammoFHVKaBSsQgU96BAgLEAQ&usg=AOvVaw2gVYUU6QHn7S_qveuT50oI,"Address: Prinsengracht 197D, 1015 DT Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 846 1905",Software company,"Prinsengracht 197D, 1015 DT Amsterdam",Amsterdam
Life Technologies Europe B.V.,29040249,"Thermo Fisher Scientific 4.3  (44) 
Biotechnology company in Bleiswijk, Netherlands",/url?q=https://www.thermofisher.com/&sa=U&ved=2ahUKEwiUtdaVpej9AhURmmoFHQDaA7YQgU96BAgMEAQ&usg=AOvVaw2C_uyu3VoeIkYrBuew6WNM,"Address: Kwartsweg 2, 2665 NN Bleiswijk, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 10 714 5000",Biotechnology company,"Kwartsweg 2, 2665 NN Bleiswijk",Bleiswijk
Life Fitness Shared Services Center,24292381,"Life Fitness Shared Services Center 4.0  (1) 
Gym in Barendrecht, Netherlands",/url?q=https://lifefitness.nl/&sa=U&ved=2ahUKEwjvr-WUpej9AhVZkmoFHR7ODSIQgU96BAgMEAQ&usg=AOvVaw3U1c-Ua9YztX4pZpTFXwwf,"Address: Bijdorpplein 25-31, 2992 LB Barendrecht, NetherlandsPhone: +31 180 646 666",Gym,"Bijdorpplein 25-31, 2992 LB Barendrecht",Barendrecht
Life Fitness (Atlantic) B.V.,24254910,"Life Fitness (Atlantic) B.V. 4.1  (9) 
Fitness equipment wholesaler in Barendrecht, Netherlands",/url?q=https://lifefitness.nl/&sa=U&ved=2ahUKEwiVmaKUpej9AhWRl2oFHd70BwQQgU96BAgMEAQ&usg=AOvVaw0w8cUmY5FKEE4FZpk-1LYz,"Address: Bijdorpplein 25-31, 2992 LB Barendrecht, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 180 646 666",Fitness equipment wholesaler,"Bijdorpplein 25-31, 2992 LB Barendrecht",Barendrecht
Liangtse Group Europe B.V.,50064126,"Liangtse Wellness Center Wassenaar 4.3  (26) 
Spa in Wassenaar, Netherlands",/url?q=http://www.liangtse.nl/&sa=U&ved=2ahUKEwjzhaaSpej9AhVLk2oFHSsdCJkQgU96BAgLEAQ&usg=AOvVaw3lxyNz68E73LyBy6pmnmCR,"Address: Gravestraat 1, 2242 HX Wassenaar, NetherlandsHours: Open ⋅ Closes 8 PMPhone: +31 70 511 2228",Spa,"Gravestraat 1, 2242 HX Wassenaar",Wassenaar
LG Sonic B.V.,51728699,"LG Sonic B.V. 4.5  (13) 
Water treatment supplier in Zoetermeer, Netherlands",/url?q=http://www.lgsonic.com/&sa=U&ved=2ahUKEwjnz-6Qpej9AhX4mWoFHVCWDQMQgU96BAgKEAQ&usg=AOvVaw0zDLDnI1C4gy7rba3LPHuG,"Address: Heliumstraat 7, 2718 SL Zoetermeer, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 70 770 9030",Water treatment supplier,"Heliumstraat 7, 2718 SL Zoetermeer",Zoetermeer
LG Electronics Benelux Sales B.V.,39091823,"LG Electronics Benelux B.V. 2.7  (130) 
Electronics manufacturer in Amstelveen, Netherlands",/url?q=http://www.lg.com/nl&sa=U&ved=2ahUKEwjhqZOQpej9AhVUmmoFHb2dAQsQgU96BAgMEAQ&usg=AOvVaw0fNgCCOhRqaRBggxptREMM,"Address: Krijgsman 1, 1186 DM Amstelveen, NetherlandsPhone: +31 20 456 3100",Electronics manufacturer,"Krijgsman 1, 1186 DM Amstelveen",Amstelveen
LG CNS Europe B.V.,39081700,"LG CNS Europe B.V 3.0  (2) 
Computer consultant in Amstelveen, Netherlands",/url?q=http://www.lgcns.com/&sa=U&ved=2ahUKEwiTw-CPpej9AhVclGoFHfN4A44QgU96BAgLEAQ&usg=AOvVaw3W7t581MSCMzU71LcJ2D_B,"Address: Krijgsman 1, 1186 DM Amstelveen, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 1121625461",Computer consultant,"Krijgsman 1, 1186 DM Amstelveen",Amstelveen
Leydenjar Technologies B.V.,65766539,"LeydenJar 5.0  (1) 
Battery manufacturer in Leiden, Netherlands",/url?q=https://leyden-jar.com/&sa=U&ved=2ahUKEwiYkvSOpej9AhXsmmoFHUtwCYQQgU96BAgMEAQ&usg=AOvVaw1xnerBNVTON-SCU2Fk96X0,"Address: Emmy Noetherweg 2D, 2333 BK Leiden, NetherlandsHours: Open 24 hours",Battery manufacturer,"Emmy Noetherweg 2D, 2333 BK Leiden",Leiden
Leyden Laboratories B.V.,78220521,"Leyden Labs 5.0  (1) 
Biotechnology company in Leiden, Netherlands",/url?q=https://www.leydenlabs.com/&sa=U&ved=2ahUKEwiMpsSOpej9AhW3l2oFHUt6A1EQgU96BAgMEAQ&usg=AOvVaw27_ZqjfuK2e7qyb64y6SaR,"Address: Galileiweg 8, 2333 BE Leiden, NetherlandsHours: Closed ⋅ Opens 12 AM Mon",Biotechnology company,"Galileiweg 8, 2333 BE Leiden",Leiden
Levy Associates Limited,55311970,"Levy Professionals 4.3  (21) 
Recruiter in Amsterdam, Netherlands",/url?q=http://www.levy-professionals.com/&sa=U&ved=2ahUKEwisiO6Mpej9AhXDlmoFHQuoB6UQgU96BAgLEAQ&usg=AOvVaw3eBNDAY8maKUJb60znM_Lr,"Address: Hoogoorddreef 56 2, 1101 BE Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 363 0025",Recruiter,"Hoogoorddreef 56 2, 1101 BE Amsterdam",Amsterdam
Levitech B.V.,32156484,"Levitech B.V. 4.7  (3) 
Semi conductor supplier in Almere, Netherlands",,"Address: Versterkerstraat 10, 1322 AP Almere, NetherlandsPhone: +31 36 538 7679",Semi conductor supplier,"Versterkerstraat 10, 1322 AP Almere",Almere
Levi 9 Global Sourcing Benelux B.V.,34224746,"Levi9 Technology Services 5.0  (1) 
Establishment in Amsterdam, Netherlands",/url?q=http://www.levi9.com/&sa=U&ved=2ahUKEwjEp_mLpej9AhWkl2oFHZ9FAkIQgU96BAgMEAQ&usg=AOvVaw0b7sJF8hQ4FRx6wuczllcE,"Address: Muiderstraat 1, 1011 PZ Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 670 1947",Establishment,"Muiderstraat 1, 1011 PZ Amsterdam",Amsterdam
